gameid,date,season,type,player,team,MIN,FGA,FTA,TOV,PTS,USG%,TS%,eFG%,raptor_offense,raptor_defense,raptor_total,war_total,team5yoffrating,team5yeoff_rating,total_MIN_played,USG,TS,OffStr_1
41800104,2019-04-22,2019,playoff,Wayne Ellington,DET,29,6,0,0,5,8.614707219603245,0.4166666666666667,0.4166666666666667,0.406287862,0.875258821,1.281546682,1.57200383,,,131,8.614707219603245,0.4166666666666667,False
41800141,2019-04-13,2019,playoff,Alfonzo McKinnie,GSW,7,2,0,0,3,11.306591602158104,0.75,0.75,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,11.306591602158104,0.75,True
41800143,2019-04-18,2019,playoff,Alfonzo McKinnie,GSW,18,4,1,1,6,12.953910339670168,0.6756756756756757,0.625,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,12.953910339670168,0.6756756756756757,True
41800144,2019-04-21,2019,playoff,Alfonzo McKinnie,GSW,13,3,0,0,4,9.995260267097889,0.6666666666666666,0.6666666666666666,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,9.995260267097889,0.6666666666666666,True
41800145,2019-04-24,2019,playoff,Alfonzo McKinnie,GSW,8,6,0,0,7,31.667839549612943,0.5833333333333334,0.5833333333333334,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,31.667839549612943,0.5833333333333334,True
41800146,2019-04-26,2019,playoff,Alfonzo McKinnie,GSW,9,2,2,0,3,13.579545454545451,0.5208333333333334,0.5,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,13.579545454545451,0.5208333333333334,True
41800222,2019-04-30,2019,playoff,Alfonzo McKinnie,GSW,9,3,0,0,2,14.030762005400964,0.3333333333333333,0.3333333333333333,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,14.030762005400964,0.3333333333333333,True
41800223,2019-05-04,2019,playoff,Alfonzo McKinnie,GSW,8,3,0,0,2,17.233932273669662,0.3333333333333333,0.3333333333333333,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,17.233932273669662,0.3333333333333333,True
41800224,2019-05-06,2019,playoff,Alfonzo McKinnie,GSW,11,2,0,0,2,7.821192486419267,0.5,0.5,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,7.821192486419267,0.5,True
41800311,2019-05-14,2019,playoff,Alfonzo McKinnie,GSW,14,2,0,0,3,6.473888649115235,0.75,0.75,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,6.473888649115235,0.75,True
41800313,2019-05-18,2019,playoff,Alfonzo McKinnie,GSW,21,2,0,1,5,6.374693267897151,1.25,1.25,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,6.374693267897151,1.25,True
41800314,2019-05-20,2019,playoff,Alfonzo McKinnie,GSW,26,12,2,0,12,21.37651821862348,0.4658385093167702,0.4583333333333333,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,21.37651821862348,0.4658385093167702,True
41800401,2019-05-30,2019,playoff,Alfonzo McKinnie,GSW,8,4,0,1,6,27.754552211073953,0.75,0.75,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,27.754552211073953,0.75,True
41800402,2019-06-02,2019,playoff,Alfonzo McKinnie,GSW,10,3,0,1,2,17.923823749066468,0.3333333333333333,0.3333333333333333,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,17.923823749066468,0.3333333333333333,True
41800403,2019-06-05,2019,playoff,Alfonzo McKinnie,GSW,18,4,1,1,3,12.324121075390112,0.3378378378378378,0.375,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,12.324121075390112,0.3378378378378378,True
41800404,2019-06-07,2019,playoff,Alfonzo McKinnie,GSW,9,4,2,0,2,25.07205593928541,0.2049180327868852,0.25,-1.238045735,-2.37490254,-3.612948275,-0.439764299,115.37714285714286,113.3,217,25.07205593928541,0.2049180327868852,True
41800141,2019-04-13,2019,playoff,Draymond Green,GSW,35,13,1,6,17,21.980014074595353,0.6324404761904762,0.6153846153846154,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,21.980014074595353,0.6324404761904762,True
41800142,2019-04-15,2019,playoff,Draymond Green,GSW,37,9,4,4,14,16.393928174750094,0.6505576208178439,0.6111111111111112,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,16.393928174750094,0.6505576208178439,True
41800143,2019-04-18,2019,playoff,Draymond Green,GSW,30,10,2,0,8,15.544692407604204,0.3676470588235294,0.3,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,15.544692407604204,0.3676470588235294,True
41800144,2019-04-21,2019,playoff,Draymond Green,GSW,36,11,4,1,10,16.555112560911763,0.3918495297805642,0.3636363636363636,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,16.555112560911763,0.3918495297805642,True
41800145,2019-04-24,2019,playoff,Draymond Green,GSW,38,7,2,2,7,10.978184377199154,0.4441624365482233,0.4285714285714285,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,10.978184377199154,0.4441624365482233,True
41800146,2019-04-26,2019,playoff,Draymond Green,GSW,37,14,1,3,16,20.00230343980343,0.554016620498615,0.5714285714285714,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,20.00230343980343,0.554016620498615,True
41800221,2019-04-28,2019,playoff,Draymond Green,GSW,40,9,0,5,14,15.653068862275449,0.7777777777777778,0.7777777777777778,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,15.653068862275449,0.7777777777777778,True
41800222,2019-04-30,2019,playoff,Draymond Green,GSW,39,10,3,3,15,15.455423993641675,0.6625441696113074,0.6,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,15.455423993641675,0.6625441696113074,True
41800223,2019-05-04,2019,playoff,Draymond Green,GSW,45,10,8,2,19,15.850111341472775,0.7026627218934911,0.65,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,15.850111341472775,0.7026627218934911,True
41800224,2019-05-06,2019,playoff,Draymond Green,GSW,41,11,5,2,15,15.947602240601238,0.5681818181818182,0.5454545454545454,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,15.947602240601238,0.5681818181818182,True
41800225,2019-05-08,2019,playoff,Draymond Green,GSW,40,8,0,4,8,13.343217197924387,0.5,0.5,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,13.343217197924387,0.5,True
41800226,2019-05-10,2019,playoff,Draymond Green,GSW,37,9,2,4,8,16.126929641021682,0.4048582995951417,0.4444444444444444,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,16.126929641021682,0.4048582995951417,True
41800311,2019-05-14,2019,playoff,Draymond Green,GSW,34,11,2,4,12,21.16580771281322,0.505050505050505,0.5,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,21.16580771281322,0.505050505050505,True
41800312,2019-05-16,2019,playoff,Draymond Green,GSW,33,12,3,5,16,24.453343040893095,0.6006006006006006,0.6666666666666666,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,24.453343040893095,0.6006006006006006,True
41800313,2019-05-18,2019,playoff,Draymond Green,GSW,38,12,9,2,20,21.09016941157973,0.6265664160401002,0.5,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,21.09016941157973,0.6265664160401002,True
41800314,2019-05-20,2019,playoff,Draymond Green,GSW,43,13,4,6,18,20.833073583858535,0.6097560975609756,0.5769230769230769,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,20.833073583858535,0.6097560975609756,True
41800401,2019-05-30,2019,playoff,Draymond Green,GSW,40,9,6,6,10,19.583612040133776,0.4295532646048109,0.2222222222222222,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,19.583612040133776,0.4295532646048109,True
41800402,2019-06-02,2019,playoff,Draymond Green,GSW,41,12,6,5,17,21.464871855589355,0.5806010928961748,0.5,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,21.464871855589355,0.5806010928961748,True
41800403,2019-06-05,2019,playoff,Draymond Green,GSW,41,14,3,4,17,19.21555032809211,0.5548302872062663,0.5,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,19.21555032809211,0.5548302872062663,True
41800404,2019-06-07,2019,playoff,Draymond Green,GSW,41,6,4,5,10,14.39061827302847,0.6443298969072165,0.5,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,14.39061827302847,0.6443298969072165,True
41800405,2019-06-10,2019,playoff,Draymond Green,GSW,41,9,0,2,10,12.483568030717144,0.5555555555555556,0.5555555555555556,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,12.483568030717144,0.5555555555555556,True
41800406,2019-06-13,2019,playoff,Draymond Green,GSW,44,10,2,8,11,18.861138861138866,0.5055147058823529,0.55,-0.252122598,3.542225428,3.29010283,6.438096454,115.37714285714286,113.3,851,18.861138861138866,0.5055147058823529,True
41800143,2019-04-18,2019,playoff,Jordan Bell,GSW,8,3,0,0,2,16.073326248671624,0.3333333333333333,0.3333333333333333,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,16.073326248671624,0.3333333333333333,True
41800226,2019-05-10,2019,playoff,Jordan Bell,GSW,11,2,2,0,4,11.255473032140886,0.6944444444444444,0.5,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,11.255473032140886,0.6944444444444444,True
41800311,2019-05-14,2019,playoff,Jordan Bell,GSW,11,2,2,0,3,11.864872287833013,0.5208333333333334,0.5,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,11.864872287833013,0.5208333333333334,True
41800312,2019-05-16,2019,playoff,Jordan Bell,GSW,14,7,4,2,11,33.85407457486089,0.6278538812785388,0.5714285714285714,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,33.85407457486089,0.6278538812785388,True
41800313,2019-05-18,2019,playoff,Jordan Bell,GSW,15,5,0,0,6,14.874284291760018,0.6,0.6,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,14.874284291760018,0.6,True
41800314,2019-05-20,2019,playoff,Jordan Bell,GSW,14,5,2,0,7,18.123569794050344,0.5952380952380952,0.6,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,18.123569794050344,0.5952380952380952,True
41800401,2019-05-30,2019,playoff,Jordan Bell,GSW,12,2,0,0,2,7.401213922953052,0.5,0.5,1.380774986,-3.012624562,-1.631849576,0.061440595,115.37714285714286,113.3,94,7.401213922953052,0.5,True
41800141,2019-04-13,2019,playoff,Kevin Durant,GSW,32,16,6,3,23,26.76128899835796,0.6169527896995708,0.53125,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,26.76128899835796,0.6169527896995708,True
41800142,2019-04-15,2019,playoff,Kevin Durant,GSW,34,8,12,9,21,26.929895245769544,0.7906626506024096,0.625,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,26.929895245769544,0.7906626506024096,True
41800143,2019-04-18,2019,playoff,Kevin Durant,GSW,30,23,8,5,38,45.033888298500415,0.7164404223227753,0.6739130434782609,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,45.033888298500415,0.7164404223227753,True
41800144,2019-04-21,2019,playoff,Kevin Durant,GSW,38,21,6,3,33,30.364548558783692,0.6979695431472082,0.6428571428571429,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,30.364548558783692,0.6979695431472082,True
41800145,2019-04-24,2019,playoff,Kevin Durant,GSW,41,26,12,1,45,33.24350766378881,0.719309462915601,0.6346153846153846,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,33.24350766378881,0.719309462915601,True
41800146,2019-04-26,2019,playoff,Kevin Durant,GSW,42,26,15,4,50,36.980012175324674,0.7668711656441718,0.6923076923076923,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,36.980012175324674,0.7668711656441718,True
41800221,2019-04-28,2019,playoff,Kevin Durant,GSW,43,25,15,6,35,39.10667038016989,0.5537974683544303,0.46,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,39.10667038016989,0.5537974683544303,True
41800222,2019-04-30,2019,playoff,Kevin Durant,GSW,44,22,10,3,29,28.12530020173557,0.5492424242424243,0.4772727272727273,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,28.12530020173557,0.5492424242424243,True
41800223,2019-05-04,2019,playoff,Kevin Durant,GSW,50,31,12,0,46,33.34651002073256,0.6339581036383682,0.5483870967741935,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,33.34651002073256,0.6339581036383682,True
41800224,2019-05-06,2019,playoff,Kevin Durant,GSW,43,22,10,3,34,29.41132151288362,0.6439393939393939,0.5909090909090909,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,29.41132151288362,0.6439393939393939,True
41800225,2019-05-08,2019,playoff,Kevin Durant,GSW,32,18,5,5,22,35.02594514455152,0.5445544554455446,0.5,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,35.02594514455152,0.5445544554455446,True
41800405,2019-06-10,2019,playoff,Kevin Durant,GSW,12,5,2,1,11,26.67700659170221,0.935374149659864,0.9,4.971488419,-0.175648056,4.795840363,10.51977868,115.37714285714286,113.3,441,26.67700659170221,0.935374149659864,True
41800141,2019-04-13,2019,playoff,Klay Thompson,GSW,37,14,1,0,12,15.444192961434345,0.4155124653739612,0.3928571428571428,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,15.444192961434345,0.4155124653739612,True
41800142,2019-04-15,2019,playoff,Klay Thompson,GSW,32,11,4,0,17,16.386986301369863,0.6661442006269592,0.5909090909090909,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,16.386986301369863,0.6661442006269592,True
41800143,2019-04-18,2019,playoff,Klay Thompson,GSW,33,11,0,3,12,18.183965049002243,0.5454545454545454,0.5454545454545454,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,18.183965049002243,0.5454545454545454,True
41800144,2019-04-21,2019,playoff,Klay Thompson,GSW,40,20,2,1,32,23.69209858644436,0.7662835249042146,0.75,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,23.69209858644436,0.7662835249042146,True
41800145,2019-04-24,2019,playoff,Klay Thompson,GSW,37,20,0,2,22,25.106034958251712,0.55,0.55,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,25.106034958251712,0.55,True
41800146,2019-04-26,2019,playoff,Klay Thompson,GSW,38,10,3,0,9,12.641484748803828,0.3975265017667844,0.35,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,12.641484748803828,0.3975265017667844,True
41800221,2019-04-28,2019,playoff,Klay Thompson,GSW,41,13,1,3,13,17.932853804585946,0.4836309523809524,0.4615384615384615,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,17.932853804585946,0.4836309523809524,True
41800222,2019-04-30,2019,playoff,Klay Thompson,GSW,41,18,2,2,21,21.436266634593075,0.5561440677966102,0.5277777777777778,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,21.436266634593075,0.5561440677966102,True
41800223,2019-05-04,2019,playoff,Klay Thompson,GSW,46,16,2,2,16,18.86241398996425,0.4739336492890995,0.4375,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,18.86241398996425,0.4739336492890995,True
41800224,2019-05-06,2019,playoff,Klay Thompson,GSW,36,15,0,2,11,20.31337493000559,0.3666666666666666,0.3666666666666666,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,20.31337493000559,0.3666666666666666,True
41800225,2019-05-08,2019,playoff,Klay Thompson,GSW,45,20,0,1,27,20.75611564121572,0.675,0.675,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,20.75611564121572,0.675,True
41800226,2019-05-10,2019,playoff,Klay Thompson,GSW,40,20,0,4,27,25.793792365322872,0.675,0.675,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,25.793792365322872,0.675,True
41800311,2019-05-14,2019,playoff,Klay Thompson,GSW,37,24,3,2,26,33.46125581775129,0.5134281200631912,0.4791666666666667,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,33.46125581775129,0.5134281200631912,True
41800312,2019-05-16,2019,playoff,Klay Thompson,GSW,41,22,4,2,24,27.67506903318032,0.505050505050505,0.4545454545454545,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,27.67506903318032,0.505050505050505,True
41800313,2019-05-18,2019,playoff,Klay Thompson,GSW,40,20,3,4,19,28.246265870052277,0.4455909943714822,0.425,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,28.246265870052277,0.4455909943714822,True
41800314,2019-05-20,2019,playoff,Klay Thompson,GSW,46,21,0,4,17,23.451824267663486,0.4047619047619047,0.4047619047619047,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,23.451824267663486,0.4047619047619047,True
41800401,2019-05-30,2019,playoff,Klay Thompson,GSW,39,17,2,2,21,22.636328121277952,0.587248322147651,0.5588235294117647,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,22.636328121277952,0.587248322147651,True
41800402,2019-06-02,2019,playoff,Klay Thompson,GSW,32,17,2,1,25,26.437640029873037,0.6991051454138703,0.7058823529411765,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,26.437640029873037,0.6991051454138703,True
41800404,2019-06-07,2019,playoff,Klay Thompson,GSW,42,18,0,0,28,19.816906041004277,0.7777777777777778,0.7777777777777778,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,19.816906041004277,0.7777777777777778,True
41800405,2019-06-10,2019,playoff,Klay Thompson,GSW,42,21,2,1,26,25.347587658560904,0.5941499085923218,0.5952380952380952,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,25.347587658560904,0.5941499085923218,True
41800406,2019-06-13,2019,playoff,Klay Thompson,GSW,32,12,10,2,30,25.274725274725274,0.9146341463414634,0.8333333333333334,0.085218076,-1.359591723,-1.274373648,0.634555016,115.37714285714286,113.3,817,25.274725274725274,0.9146341463414634,True
41800171,2019-04-14,2019,playoff,Chris Paul,HOU,32,12,0,4,14,21.76278563656148,0.5833333333333334,0.5833333333333334,3.556296189,0.853692286,4.409988475,6.800999487,111.00833333333333,109.5,398,21.76278563656148,0.5833333333333334,False
41800172,2019-04-17,2019,playoff,Chris Paul,HOU,29,11,6,6,17,29.233440833540065,0.6231671554252199,0.5,3.556296189,0.853692286,4.409988475,6.800999487,111.00833333333333,109.5,398,29.233440833540065,0.6231671554252199,False
